environment,ecosystem,package,declared_version,source_file,source_sha256,verification
agentlab-candidate,python,brotli,1.2.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym,0.14.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym-assistantbench,0.14.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym-core,0.14.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym-experiments,0.14.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym-miniwob,0.14.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym-visualwebarena,0.14.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym-webarena,0.14.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,browsergym-workarena,0.5.3,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,certifi,2026.7.22,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,cffi,2.1.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,charset-normalizer,3.5.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,click,8.5.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,cloudpickle,3.1.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,colorama,0.4.6,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,colorful,0.5.8,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,contexttimer,0.3.3,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,contourpy,1.4.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,cryptography,50.0.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,cycler,0.12.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,dask,2026.8.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,dataclasses-json,0.6.7,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,datasets,5.0.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,defusedxml,0.7.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,dill,0.4.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,distlib,0.4.3,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,distributed,2026.8.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,distro,1.9.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,docstring-parser,0.18.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,english-words,2.0.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,evaluate,0.4.6,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,executing,2.2.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,faker,40.38.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,farama-notifications,0.0.6,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,fastapi,0.141.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,fastuuid,0.14.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,filelock,3.32.6,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,flask,3.1.3,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,fonttools,4.65.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,frozenlist,1.8.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,fsspec,2026.6.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,gitdb,4.0.12,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,gitpython,3.1.62,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,google-api-core,2.36.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,google-auth,2.58.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,googleapis-common-protos,1.75.3,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,gradio,6.17.3,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,gradio-client,2.5.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,greenlet,3.0.3,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,groovy,0.1.2,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,grpcio,1.83.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,gymnasium,1.3.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,h11,0.16.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,hf-gradio,0.4.1,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
agentlab-candidate,python,hf-xet,1.6.0,config/frameworks/h-agentlab.lock,0629ef67c2b595f0025bce83f1486fa9fc221335c9247c0fc38b5fe7ced6d990,DECLARED_NOT_LINUX_VERIFIED
